Age,Gender,Marital_Status,Attrition,Attrition_Flag,Business_Travel,Department,Education_Level,Education_Field,Daily_Rate,Hourly_Rate,Monthly_Income,Monthly_Rate,Percent_Salary_Hike,Stock_Option_Level,Job_Role,Job_Level,Job_Involvement,Overtime,Environment_Satisfaction,Job_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Performance_Rating,Total_Working_Years,Num_Companies_Worked,Training_Times_Last_Year,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Current_Manager,Distance_From_Home,Age_Group,Income_Bracket,Tenure_Group
35,Male,Married,Yes,1,Travel_Rarely,Sales,Bachelor,Medical,737,55,10306,21530,17,0,"Sales Executive",3,Medium,No,"Very High",Low,High,Better,Excellent,15,9,3,13,12,6,0,10,"Early Career","High Income",Veteran
37,Female,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,1470,71,3936,9953,11,1,"Research Scientist",1,High,No,Medium,Medium,Low,Bad,Excellent,8,1,2,8,4,7,7,10,"Mid Career","Mid Income",Experienced
40,Female,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",448,84,7945,19948,15,0,"Manufacturing Director",3,High,Yes,High,"Very High","Very High",Good,Excellent,18,6,2,4,2,3,3,16,"Mid Career","High Income","Early Tenure"
44,Male,Married,No,0,Travel_Frequently,"Human Resources",Doctor,"Human Resources",602,37,5743,10503,11,0,"Human Resources",2,High,Yes,Low,"Very High",High,Better,Excellent,14,4,3,10,7,0,2,1,"Mid Career","Mid Income",Experienced
48,Male,Married,No,0,Travel_Frequently,"Research & Development",Doctor,Medical,365,89,15202,5602,25,1,Manager,4,Medium,No,High,"Very High",Medium,Better,Outstanding,23,2,3,2,2,2,2,4,"Senior Employee","High Income","New Employee"
35,Male,Divorced,Yes,1,Travel_Rarely,Sales,College,Medical,763,59,5440,22098,14,2,"Sales Executive",2,Low,Yes,Low,"Very High","Very High",Good,Excellent,7,6,2,2,2,2,2,15,"Early Career","Mid Income","New Employee"
24,Female,Single,No,0,Travel_Frequently,"Research & Development","Below College","Technical Degree",567,32,3760,17218,13,0,"Research Scientist",1,High,Yes,Low,"Very High",High,Better,Excellent,6,1,2,6,3,1,3,2,"Young Adult","Mid Income",Experienced
27,Female,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,486,86,3517,22490,17,0,"Research Scientist",1,"Very High",No,Medium,High,Low,Better,Excellent,5,7,0,3,2,0,2,8,"Early Career","Mid Income","Early Tenure"
27,Male,Single,No,0,Travel_Frequently,"Research & Development",Bachelor,Medical,591,87,2580,6297,13,0,"Research Scientist",1,High,No,"Very High","Very High",High,Good,Excellent,6,2,0,4,2,1,2,2,"Early Career","Low Income","Early Tenure"
40,Male,Single,Yes,1,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",1329,73,2166,3339,14,0,"Laboratory Technician",1,High,Yes,Low,Low,Medium,Bad,Excellent,10,3,3,4,2,0,3,7,"Mid Career","Low Income","Early Tenure"
29,Male,Single,No,0,Travel_Rarely,Sales,Bachelor,Medical,469,42,5869,23413,11,0,"Sales Executive",2,Medium,No,High,High,High,Better,Excellent,8,9,2,5,2,1,4,10,"Early Career","Mid Income","Early Tenure"
36,Female,Married,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",711,42,8008,22792,12,2,"Healthcare Representative",3,High,No,Medium,Low,High,Better,Excellent,9,4,6,3,2,0,2,5,"Mid Career","High Income","Early Tenure"
25,Male,Divorced,No,0,Travel_Frequently,"Research & Development","Below College","Life Sciences",772,77,5206,4973,17,2,"Manufacturing Director",2,"Very High",No,"Very High",High,High,Better,Excellent,7,1,6,7,7,0,7,2,"Young Adult","Mid Income",Experienced
39,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,492,66,5295,7693,21,0,"Manufacturing Director",2,High,No,"Very High",Medium,High,Better,Outstanding,7,4,3,5,4,1,0,12,"Mid Career","Mid Income","Early Tenure"
49,Female,Married,No,0,Travel_Rarely,"Research & Development",Master,Other,301,72,16413,3498,16,2,"Research Director",4,High,No,Low,Medium,Medium,Better,Excellent,27,3,2,4,2,1,2,22,"Senior Employee","High Income","Early Tenure"
50,Female,Divorced,No,0,Travel_Rarely,"Research & Development",Doctor,"Life Sciences",813,50,13269,21981,15,3,"Research Director",3,Medium,No,"Very High",Low,High,Better,Excellent,19,5,3,14,11,1,11,17,"Senior Employee","High Income",Veteran
20,Female,Single,No,0,Travel_Rarely,Sales,Bachelor,Medical,1141,31,2783,13251,19,0,"Sales Representative",1,High,No,High,High,Low,Better,Excellent,2,1,3,2,2,2,2,2,"Young Adult","Low Income","New Employee"
34,Female,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",1130,66,5433,19332,12,1,"Research Scientist",2,High,No,"Very High",Medium,High,Better,Excellent,11,1,2,11,8,7,9,3,"Early Career","Mid Income",Veteran
36,Male,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",311,77,2013,10950,11,0,"Laboratory Technician",1,High,No,Low,Medium,High,Better,Excellent,15,2,4,4,3,1,3,7,"Mid Career","Low Income","Early Tenure"
49,Female,Married,No,0,Travel_Rarely,"Research & Development","Below College","Life Sciences",465,41,13966,11652,19,1,"Healthcare Representative",4,Medium,Yes,High,High,Medium,Better,Excellent,30,2,3,15,11,2,12,6,"Senior Employee","High Income",Veteran
36,Female,Married,No,0,Non-Travel,"Research & Development",Master,Medical,894,33,4374,15411,15,0,"Manufacturing Director",2,Medium,No,"Very High",High,High,Better,Excellent,4,0,6,3,2,1,2,1,"Mid Career","Mid Income","Early Tenure"
36,Male,Divorced,No,0,Travel_Rarely,"Research & Development",College,"Life Sciences",1040,79,6842,26308,20,1,"Healthcare Representative",2,"Very High",No,"Very High",Low,Low,Better,Outstanding,13,6,3,5,4,0,4,3,"Mid Career","Mid Income","Early Tenure"
54,Female,Married,No,0,Travel_Rarely,"Research & Development",Doctor,Medical,584,91,17426,18685,25,1,Manager,4,High,No,Medium,High,High,Better,Outstanding,36,3,6,10,8,4,7,22,"Senior Employee","High Income",Experienced
43,Male,Married,No,0,Travel_Rarely,"Research & Development",College,"Life Sciences",1291,65,17603,3525,24,1,"Research Director",4,Medium,No,High,High,Low,Better,Outstanding,14,1,3,14,10,6,11,15,"Mid Career","High Income",Veteran
35,Male,Single,Yes,1,Travel_Frequently,Sales,Master,Other,880,36,4581,10414,24,0,"Sales Executive",2,High,Yes,"Very High","Very High",Low,Best,Outstanding,13,3,2,11,9,6,7,12,"Early Career","Mid Income",Veteran
38,Male,Married,No,0,Travel_Frequently,"Research & Development",Bachelor,"Life Sciences",1189,90,4735,9867,15,2,"Research Scientist",2,High,No,"Very High","Very High","Very High",Best,Excellent,19,7,4,13,11,2,9,1,"Mid Career","Mid Income",Veteran
29,Male,Divorced,No,0,Travel_Rarely,Sales,Bachelor,Medical,991,43,4187,3356,13,1,"Sales Executive",2,Medium,Yes,Low,Medium,Medium,Good,Excellent,10,1,3,10,0,0,9,5,"Early Career","Mid Income",Experienced
33,Male,Divorced,No,0,Travel_Rarely,Sales,Master,Medical,392,93,5505,3921,14,2,"Sales Executive",2,High,No,"Very High","Very High",High,Better,Excellent,6,1,5,6,2,0,4,2,"Early Career","Mid Income",Experienced
32,Male,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,977,45,5470,25518,13,2,"Research Scientist",2,High,No,"Very High",Medium,High,Good,Excellent,10,0,4,9,5,1,6,2,"Early Career","Mid Income",Experienced
31,Female,Married,No,0,Travel_Rarely,Sales,Master,"Life Sciences",1112,67,5476,22589,11,2,"Sales Executive",2,High,No,Low,"Very High",Low,Better,Excellent,10,1,2,10,0,0,2,5,"Early Career","Mid Income",Experienced
49,Female,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,464,74,2587,24941,16,1,"Laboratory Technician",1,High,Yes,"Very High",Low,Medium,Good,Excellent,17,4,2,2,2,2,2,16,"Senior Employee","Low Income","New Employee"
38,Female,Single,No,0,Travel_Frequently,"Research & Development",Bachelor,Medical,148,42,2440,23826,22,0,"Laboratory Technician",1,Medium,No,"Very High",Medium,Medium,Better,Outstanding,4,1,3,4,3,3,3,2,"Mid Career","Low Income","Early Tenure"
47,Female,Divorced,No,0,Travel_Rarely,Sales,Master,"Life Sciences",1225,47,15972,21086,14,3,Manager,4,"Very High",No,Medium,Medium,High,Better,Excellent,29,6,2,3,2,1,2,2,"Senior Employee","High Income","Early Tenure"
49,Male,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",809,36,15379,22384,14,0,Manager,4,High,No,High,High,Low,Better,Excellent,23,4,2,8,7,0,0,1,"Senior Employee","High Income",Experienced
41,Male,Single,No,0,Travel_Rarely,Sales,College,"Life Sciences",1206,80,7082,11591,16,0,"Sales Executive",3,High,Yes,"Very High",High,"Very High",Better,Excellent,21,3,2,2,0,0,2,23,"Mid Career","High Income","New Employee"
20,Male,Single,No,0,Travel_Rarely,Sales,"Below College","Life Sciences",727,54,2728,21082,11,0,"Sales Representative",1,High,No,"Very High",Low,Low,Better,Excellent,2,1,3,2,2,0,2,9,"Young Adult","Low Income","New Employee"
33,Female,Divorced,No,0,Non-Travel,Sales,Bachelor,"Life Sciences",530,36,5368,16130,25,1,"Sales Executive",2,High,Yes,High,"Very High",High,Better,Outstanding,7,1,2,6,5,1,2,16,"Early Career","Mid Income",Experienced
36,Male,Married,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",1351,80,5347,7419,14,2,"Healthcare Representative",2,High,No,Low,High,Medium,Good,Excellent,10,6,2,3,2,0,2,26,"Mid Career","Mid Income","Early Tenure"
44,Female,Divorced,No,0,Travel_Rarely,"Human Resources",Bachelor,"Life Sciences",528,44,3195,4167,18,3,"Human Resources",1,High,Yes,High,"Very High",Low,Better,Excellent,8,4,2,2,2,2,2,1,"Mid Career","Mid Income","New Employee"
23,Male,Single,Yes,1,Travel_Rarely,"Research & Development","Below College",Medical,1320,93,3989,20586,11,0,"Laboratory Technician",1,Medium,Yes,"Very High",High,Low,Better,Excellent,5,1,2,5,4,1,2,8,"Young Adult","Mid Income","Early Tenure"
38,Female,Married,No,0,Travel_Rarely,"Research & Development",College,Medical,1495,87,3306,26176,19,1,"Laboratory Technician",1,High,No,"Very High",High,"Very High",Good,Excellent,7,7,5,0,0,0,0,4,"Mid Career","Mid Income","New Employee"
53,Male,Married,No,0,Travel_Rarely,"Research & Development",Master,Medical,1395,48,7005,3458,15,0,"Healthcare Representative",3,"Very High",No,Medium,"Very High",High,Better,Excellent,11,3,2,4,3,1,2,24,"Senior Employee","High Income","Early Tenure"
48,Female,Married,Yes,1,Travel_Frequently,Sales,College,Medical,708,95,2655,11740,11,2,"Sales Representative",1,High,Yes,"Very High",High,High,Better,Excellent,19,2,3,9,7,7,7,7,"Senior Employee","Low Income",Experienced
32,Male,Single,Yes,1,Travel_Rarely,"Research & Development",Master,"Life Sciences",1259,95,1393,24852,12,0,"Laboratory Technician",1,High,No,"Very High",Medium,Low,Better,Excellent,1,1,2,1,0,0,0,2,"Early Career","Low Income","New Employee"
26,Male,Single,No,0,Non-Travel,"Research & Development",Bachelor,Medical,786,76,2570,11925,20,0,"Laboratory Technician",1,High,No,"Very High","Very High",High,Better,Outstanding,7,1,5,7,7,5,7,7,"Early Career","Low Income",Experienced
55,Male,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,"Technical Degree",1441,94,3537,23737,12,1,"Research Scientist",1,Medium,No,Low,Medium,"Very High",Better,Excellent,8,5,1,4,2,1,2,22,"Senior Employee","Mid Income","Early Tenure"
34,Male,Married,No,0,Travel_Rarely,"Research & Development",College,Medical,1157,57,3986,11912,14,1,"Laboratory Technician",2,Medium,No,Medium,"Very High",High,Best,Excellent,15,1,3,15,10,4,13,5,"Early Career","Mid Income",Veteran
60,Male,Divorced,No,0,Travel_Rarely,"Research & Development",Master,Medical,370,92,10883,20467,20,1,"Healthcare Representative",3,Low,No,High,"Very High",High,Best,Outstanding,19,3,2,1,0,0,0,1,"Senior Employee","High Income","New Employee"
33,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,267,79,2028,13637,18,3,"Laboratory Technician",1,"Very High",No,Medium,Medium,"Very High",Better,Excellent,14,1,6,14,11,2,13,21,"Early Career","Low Income",Veteran
37,Male,Divorced,No,0,Travel_Frequently,Sales,Master,Medical,1278,31,9525,7677,14,2,"Sales Executive",2,Low,No,High,"Very High",High,Good,Excellent,6,1,2,6,3,1,3,1,"Mid Career","High Income",Experienced
34,Female,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",678,35,2929,20338,12,0,"Research Scientist",1,Medium,No,Medium,"Very High",Medium,Better,Excellent,10,1,3,10,9,8,7,19,"Early Career","Low Income",Experienced
23,Male,Divorced,Yes,1,Travel_Rarely,Sales,Bachelor,"Life Sciences",427,99,2275,25103,21,1,"Sales Representative",1,High,Yes,High,"Very High",Medium,Better,Outstanding,3,1,2,3,2,0,2,7,"Young Adult","Low Income","Early Tenure"
44,Female,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",921,96,7879,14810,19,1,"Healthcare Representative",3,"Very High",Yes,High,"Very High",Medium,Better,Excellent,9,1,2,8,7,6,7,2,"Mid Career","High Income",Experienced
35,Male,Single,No,0,Travel_Frequently,"Research & Development",Master,Medical,146,79,4930,13970,14,0,"Research Scientist",1,Medium,Yes,Low,"Very High",High,Best,Excellent,6,0,2,5,4,1,4,2,"Early Career","Mid Income","Early Tenure"
43,Male,Married,No,0,Travel_Rarely,Sales,Bachelor,Medical,1179,73,7847,6069,17,1,"Sales Executive",2,High,Yes,"Very High","Very High",Low,Better,Excellent,10,1,3,10,9,8,8,2,"Mid Career","High Income",Experienced
24,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,581,62,4401,17616,16,1,"Research Scientist",1,"Very High",No,High,High,"Very High",Better,Excellent,5,1,1,5,3,0,4,9,"Young Adult","Mid Income","Early Tenure"
41,Male,Single,No,0,Travel_Rarely,Sales,Bachelor,Marketing,918,35,9241,15869,12,0,"Sales Executive",3,High,No,"Very High",High,Medium,Better,Excellent,10,1,3,10,8,8,7,6,"Mid Career","High Income",Experienced
29,Female,Married,No,0,Travel_Rarely,"Research & Development",Master,Medical,1082,43,2974,25412,17,1,"Laboratory Technician",1,High,No,"Very High",High,High,Better,Excellent,9,9,2,5,3,1,2,9,"Early Career","Low Income","Early Tenure"
36,Female,Single,No,0,Travel_Rarely,Sales,Master,"Life Sciences",530,51,4502,7439,15,0,"Sales Representative",2,High,No,High,"Very High",High,Good,Excellent,17,3,2,13,7,6,7,2,"Mid Career","Mid Income",Veteran
45,Male,Married,No,0,Non-Travel,"Research & Development","Below College","Life Sciences",1238,74,10748,3395,23,1,"Healthcare Representative",3,Medium,No,High,High,"Very High",Good,Outstanding,25,3,3,23,15,14,4,1,"Mid Career","High Income",Veteran
24,Male,Married,Yes,1,Travel_Rarely,"Human Resources","Below College","Human Resources",240,58,1555,11585,11,1,"Human Resources",1,Low,No,"Very High",High,High,Better,Excellent,1,1,2,1,0,0,0,22,"Young Adult","Low Income","New Employee"
47,Male,Married,Yes,1,Travel_Frequently,Sales,Bachelor,"Life Sciences",1093,82,12936,24164,11,0,"Sales Executive",4,Low,No,High,High,High,Bad,Excellent,25,7,3,23,5,14,10,9,"Senior Employee","High Income",Veteran
26,Male,Married,No,0,Travel_Rarely,"Research & Development",Master,Medical,390,62,2305,6217,15,3,"Laboratory Technician",1,Low,No,"Very High",High,High,Best,Excellent,3,1,3,3,2,0,2,17,"Early Career","Low Income","Early Tenure"
45,Female,Single,No,0,Travel_Rarely,"Research & Development",College,"Technical Degree",1005,48,16704,17119,11,0,"Research Director",4,Medium,No,"Very High",Medium,High,Better,Excellent,21,1,2,21,6,8,6,28,"Mid Career","High Income",Veteran
32,Male,Married,No,0,Travel_Frequently,"Research & Development",Bachelor,"Life Sciences",585,56,3433,17360,13,1,"Research Scientist",1,High,No,Low,High,Low,Good,Excellent,10,6,3,5,2,1,3,10,"Early Career","Mid Income","Early Tenure"
31,Male,Married,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",741,69,3477,18103,14,1,"Laboratory Technician",1,High,No,Medium,High,"Very High",Best,Excellent,6,1,2,5,2,0,3,2,"Early Career","Mid Income","Early Tenure"
41,Male,Married,No,0,Non-Travel,"Human Resources",Bachelor,"Human Resources",552,60,6430,20794,19,1,"Human Resources",2,Low,No,High,Medium,Medium,Better,Excellent,10,6,4,3,2,1,2,4,"Mid Career","Mid Income","Early Tenure"
40,Female,Married,No,0,Travel_Rarely,"Research & Development",College,"Life Sciences",369,92,6516,5041,16,1,"Manufacturing Director",2,High,Yes,Medium,Low,Medium,Better,Excellent,18,2,3,1,0,0,0,8,"Mid Career","Mid Income","New Employee"
24,Male,Divorced,No,0,Travel_Rarely,"Research & Development","Below College",Medical,506,91,3907,3622,13,3,"Laboratory Technician",1,High,No,Medium,Low,Medium,Best,Excellent,6,1,2,6,2,1,2,29,"Young Adult","Mid Income",Experienced
46,Male,Single,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",717,34,5562,9697,14,0,"Healthcare Representative",2,High,No,High,Medium,"Very High",Better,Excellent,19,6,3,10,7,0,9,13,"Senior Employee","Mid Income",Experienced
35,Male,Married,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",1370,49,6883,5151,16,1,"Manufacturing Director",2,High,No,"Very High",High,Medium,Better,Excellent,17,2,3,7,7,0,7,27,"Early Career","Mid Income",Experienced
30,Male,Married,No,0,Travel_Rarely,"Research & Development","Below College","Life Sciences",793,33,2862,3811,12,1,"Research Scientist",1,High,No,Medium,"Very High",Medium,Good,Excellent,10,1,2,10,0,0,8,16,"Early Career","Low Income",Experienced
47,Male,Married,No,0,Non-Travel,Sales,Master,Marketing,543,87,4978,3536,11,1,"Sales Executive",2,High,No,High,Medium,"Very High",Bad,Excellent,4,7,3,1,0,0,0,2,"Senior Employee","Mid Income","New Employee"
46,Male,Divorced,No,0,Travel_Rarely,Sales,Bachelor,"Life Sciences",1277,74,10368,5596,12,1,"Sales Executive",3,High,Yes,High,"Very High",Medium,Good,Excellent,13,4,5,10,6,0,3,2,"Senior Employee","High Income",Experienced
36,Male,Divorced,Yes,1,Travel_Rarely,Sales,Doctor,Marketing,1456,96,6134,8658,13,3,"Sales Executive",2,Medium,Yes,Medium,Low,Medium,Better,Excellent,16,5,3,2,2,2,2,13,"Mid Career","Mid Income","New Employee"
32,Male,Single,Yes,1,Travel_Rarely,Sales,College,"Life Sciences",964,34,6735,12147,15,0,"Sales Executive",2,Low,No,Low,Medium,Medium,Better,Excellent,10,6,2,0,0,0,0,1,"Early Career","Mid Income","New Employee"
23,Female,Single,No,0,Travel_Rarely,"Research & Development","Below College",Medical,160,51,3295,12862,13,0,"Laboratory Technician",1,High,No,High,Medium,High,Bad,Excellent,3,1,3,3,2,1,2,4,"Young Adult","Mid Income","Early Tenure"
31,Female,Single,No,0,Travel_Frequently,"Research & Development","Below College","Technical Degree",163,30,5238,6670,20,0,"Manufacturing Director",2,High,No,"Very High","Very High","Very High",Good,Outstanding,9,2,3,5,4,1,4,24,"Early Career","Mid Income","Early Tenure"
39,Male,Married,No,0,Non-Travel,"Research & Development",Bachelor,"Life Sciences",792,77,6472,8989,15,1,"Laboratory Technician",2,High,Yes,"Very High","Very High","Very High",Better,Excellent,9,1,2,9,8,5,8,1,"Mid Career","Mid Income",Experienced
32,Male,Married,No,0,Travel_Rarely,Sales,Bachelor,"Life Sciences",371,80,9610,3840,13,1,"Sales Executive",3,Low,No,"Very High",High,High,Bad,Excellent,10,3,2,4,3,0,2,19,"Early Career","High Income","Early Tenure"
40,Male,Single,No,0,Travel_Rarely,Sales,Master,Medical,611,88,19833,4349,14,0,Manager,5,High,No,Medium,Medium,Medium,Good,Excellent,21,1,3,21,8,12,8,7,"Mid Career","High Income",Veteran
45,Female,Married,No,0,Travel_Rarely,"Human Resources",Bachelor,"Life Sciences",176,56,9756,6595,21,2,"Human Resources",3,Low,No,High,High,High,Best,Outstanding,9,4,2,5,0,0,3,4,"Mid Career","High Income","Early Tenure"
30,Female,Single,No,0,Travel_Frequently,"Research & Development",Master,"Technical Degree",1312,78,4968,26427,16,0,"Research Scientist",1,Medium,No,"Very High",Low,"Very High",Better,Excellent,10,0,2,9,7,0,7,2,"Early Career","Mid Income",Experienced
24,Male,Married,No,0,Travel_Frequently,"Human Resources",Bachelor,Medical,897,59,2145,2097,14,1,"Human Resources",1,High,No,Low,"Very High","Very High",Better,Excellent,3,0,2,2,2,2,1,10,"Young Adult","Low Income","New Employee"
30,Female,Divorced,Yes,1,Travel_Frequently,"Human Resources",Bachelor,"Human Resources",600,66,2180,9732,11,1,"Human Resources",1,Medium,No,High,"Very High",High,Good,Excellent,6,6,0,4,2,1,2,8,"Early Career","Low Income","Early Tenure"
31,Male,Married,No,0,Travel_Rarely,Sales,Bachelor,"Technical Degree",1003,51,8346,20943,19,1,"Sales Executive",2,High,No,Low,High,High,Better,Excellent,6,1,3,5,2,0,2,5,"Early Career","High Income","Early Tenure"
27,Female,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,1054,67,3445,6152,11,0,"Research Scientist",1,High,No,High,"Very High",High,Good,Excellent,6,1,5,6,2,1,4,8,"Early Career","Mid Income",Experienced
29,Female,Single,Yes,1,Travel_Rarely,Sales,Bachelor,Marketing,428,52,2760,14630,13,0,"Sales Representative",1,Low,No,Medium,Medium,High,Better,Excellent,2,1,3,2,2,2,2,9,"Early Career","Low Income","New Employee"
29,Male,Single,No,0,Travel_Frequently,"Research & Development",Bachelor,"Life Sciences",461,70,6294,23060,12,0,"Healthcare Representative",2,"Very High",Yes,"Very High",High,"Very High",Best,Excellent,10,8,5,3,2,0,2,1,"Early Career","Mid Income","Early Tenure"
30,Male,Divorced,No,0,Travel_Rarely,Sales,College,Marketing,979,94,7140,3088,11,1,"Sales Executive",3,Medium,No,High,Low,Low,Better,Excellent,12,2,2,7,7,1,7,15,"Early Career","High Income",Experienced
34,Male,Married,No,0,Travel_Rarely,"Research & Development",Master,Medical,181,97,2932,5586,14,3,"Research Scientist",1,"Very High",Yes,"Very High","Very High",Low,Better,Excellent,6,0,3,5,0,1,2,2,"Early Career","Low Income","Early Tenure"
33,Female,Single,No,0,Non-Travel,Sales,Bachelor,Marketing,1283,62,5147,10697,15,0,"Sales Executive",2,High,No,"Very High",Medium,"Very High",Good,Excellent,13,8,2,11,7,1,7,2,"Early Career","Mid Income",Veteran
49,Female,Single,No,0,Travel_Rarely,Sales,Master,Marketing,1313,80,4507,8191,12,0,"Sales Executive",2,High,No,"Very High","Very High",High,Best,Excellent,8,3,1,5,1,0,4,11,"Senior Employee","Mid Income","Early Tenure"
33,Female,Single,Yes,1,Travel_Rarely,Sales,Bachelor,"Life Sciences",211,74,8564,10092,20,0,"Sales Executive",3,High,Yes,Low,Low,High,Good,Outstanding,11,2,2,0,0,0,0,16,"Early Career","High Income","New Employee"
38,Female,Married,No,0,Travel_Frequently,"Research & Development",College,Medical,594,75,2468,15963,14,1,"Laboratory Technician",1,Medium,No,High,Medium,Medium,Good,Excellent,9,4,4,6,1,0,5,2,"Mid Career","Low Income",Experienced
31,Male,Married,Yes,1,Travel_Rarely,Sales,Master,Marketing,1079,70,8161,19002,13,3,"Sales Executive",3,High,No,Low,High,Low,Better,Excellent,10,2,2,1,0,0,0,16,"Early Career","High Income","New Employee"
29,Female,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,"Technical Degree",590,91,2109,10007,13,1,"Research Scientist",1,Medium,No,"Very High",Low,High,Better,Excellent,1,1,2,1,0,0,0,4,"Early Career","Low Income","New Employee"
30,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",305,58,5294,9128,16,1,"Healthcare Representative",2,"Very High",No,High,High,High,Better,Excellent,10,3,3,7,0,1,7,16,"Early Career","Mid Income",Experienced
32,Male,Single,No,0,Non-Travel,"Research & Development",Master,"Technical Degree",953,65,2718,17674,14,0,"Research Scientist",1,High,No,Medium,Medium,Medium,Better,Excellent,12,2,3,7,7,0,7,5,"Early Career","Low Income",Experienced
38,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,833,60,5811,24539,16,1,"Healthcare Representative",2,Low,Yes,Medium,"Very High",High,Better,Excellent,15,3,2,1,0,1,0,18,"Mid Career","Mid Income","New Employee"
43,Male,Married,Yes,1,Travel_Frequently,"Research & Development",Bachelor,"Technical Degree",807,38,2437,15587,16,1,"Research Scientist",1,Medium,Yes,High,High,"Very High",Better,Excellent,6,9,4,1,0,0,0,17,"Mid Career","Low Income","New Employee"
42,Male,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,855,57,2766,8952,22,3,"Laboratory Technician",1,High,No,Medium,Medium,Medium,Good,Outstanding,7,8,6,5,3,0,4,12,"Mid Career","Low Income","Early Tenure"
55,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,478,60,19038,19805,12,3,"Research Director",5,Medium,No,High,Low,Medium,Better,Excellent,34,8,2,1,0,0,0,2,"Senior Employee","High Income","New Employee"
33,Male,Divorced,No,0,Non-Travel,"Research & Development",Bachelor,"Technical Degree",775,90,3055,6194,15,2,"Research Scientist",2,High,No,"Very High",Medium,"Very High",Good,Excellent,11,5,2,9,8,1,7,4,"Early Career","Mid Income",Experienced
41,Male,Divorced,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",548,94,2289,20520,20,2,"Laboratory Technician",1,High,No,High,Low,Medium,Better,Outstanding,5,1,2,5,3,0,4,9,"Mid Career","Low Income","Early Tenure"
34,Male,Divorced,No,0,Non-Travel,Sales,Bachelor,"Life Sciences",1375,87,4001,12313,14,1,"Sales Executive",2,High,Yes,"Very High",High,High,Better,Excellent,15,1,3,15,14,0,7,10,"Early Career","Mid Income",Veteran
53,Female,Married,No,0,Non-Travel,"Research & Development",Master,Medical,661,60,12965,22308,20,3,"Manufacturing Director",4,Medium,Yes,Low,High,"Very High",Good,Outstanding,27,4,2,3,2,0,2,1,"Senior Employee","High Income","Early Tenure"
43,Male,Single,No,0,Travel_Rarely,"Human Resources",Bachelor,"Life Sciences",244,97,3539,5033,13,0,"Human Resources",1,High,No,Medium,"Very High",Medium,Better,Excellent,10,0,5,9,7,1,8,2,"Mid Career","Mid Income",Experienced
34,Female,Single,No,0,Travel_Rarely,Sales,College,"Life Sciences",511,32,6029,25353,12,0,"Sales Executive",2,Low,No,"Very High","Very High",Low,Better,Excellent,6,5,3,2,2,2,2,3,"Early Career","Mid Income","New Employee"
21,Male,Single,Yes,1,Travel_Rarely,Sales,"Below College",Marketing,337,31,2679,4567,13,0,"Sales Representative",1,High,No,Medium,Medium,Medium,Better,Excellent,1,1,3,1,0,1,0,7,"Young Adult","Low Income","New Employee"
38,Female,Married,No,0,Travel_Rarely,"Research & Development",College,Other,1153,40,3702,16376,11,1,"Laboratory Technician",1,Medium,No,"Very High",High,Medium,Better,Excellent,5,1,3,5,4,0,4,6,"Mid Career","Mid Income","Early Tenure"
22,Female,Married,Yes,1,Travel_Rarely,"Research & Development","Below College",Medical,1294,79,2398,15999,17,0,"Laboratory Technician",1,High,Yes,High,Low,High,Better,Excellent,1,1,6,1,0,0,0,8,"Young Adult","Low Income","New Employee"
31,Female,Married,No,0,Travel_Rarely,Sales,Master,Marketing,196,91,5468,13402,14,2,"Sales Executive",2,Medium,No,Low,"Very High",Low,Better,Excellent,13,1,3,12,7,5,7,29,"Early Career","Mid Income",Veteran
